Year,Exporter,Exporter_ISO3,Exporter_Region,Exporter_Alliance,UNSC_Permanent_Member,Importer,Importer_ISO3,Importer_Region,Weapon_Category,Weapon_Subtype,Weapon_Class,Deal_Value_USD_M,Quantity,Deal_Framework,Technology_Transfer,Delivery_Timeline_Months,Importer_GDP_Per_Capita,Importer_Political_Stability,Importer_Democracy_Index,Importer_Conflict_Proximity,Active_Territorial_Dispute,Natural_Resource_Dependence,Importer_Military_Spend_Pct_GDP,Arms_Import_Trend,UN_Embargo,Escalation_Risk
2011,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,India,IND,South Asia,Helicopters,Transport Helicopter,Defensive,104.1,6,Bilateral Defence Pact,No,37,2584,4.6,6.7,Yes,Yes,Low,2.3,Stable,No,Medium
2023,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Algeria,DZA,Middle East & North Africa,Missiles & Air Defence,MANPADS,Defensive,282.3,12,Foreign Military Sales,No,26,3645,3.4,3.0,No,Yes,High,5.1,Stable,No,High
2005,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Kazakhstan,KAZ,Europe & Central Asia,Naval Vessels,Submarine,Offensive,490.5,11,Bilateral Defence Pact,Yes,7,10312,4.9,2.9,No,No,High,0.8,Stable,No,Low
2010,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,India,IND,South Asia,Sensors & Electronics,EW Suite,Defensive,62.1,17,Bilateral Defence Pact,No,8,2491,4.7,6.7,Yes,Yes,Low,2.5,Stable,No,Medium
2016,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Ethiopia,ETH,Sub-Saharan Africa,Combat Aircraft,Fighter Jet,Offensive,190.6,16,Government-to-Government,No,21,894,1.9,3.1,Yes,Yes,Low,0.9,Accelerating,Yes,High
2010,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Indonesia,IDN,East Asia & Pacific,Helicopters,Naval Helicopter,Defensive,172.0,6,Foreign Military Sales,No,25,4209,5.3,6.4,No,Yes,Medium,0.8,Stable,No,Low
2014,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Pakistan,PAK,South Asia,Naval Vessels,Frigate,Offensive,193.7,22,Offset Agreement,Yes,34,1384,2.9,4.1,Yes,Yes,Low,4.0,Accelerating,No,High
2013,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,India,IND,South Asia,Armoured Vehicles,MRAP,Defensive,81.4,53,Government-to-Government,No,28,2575,5.0,6.7,Yes,Yes,Low,2.3,Stable,No,Medium
2006,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,India,IND,South Asia,Artillery & Ammunition,Guided Munitions,Offensive,73.0,53,Bilateral Defence Pact,No,11,2532,4.9,6.7,Yes,Yes,Low,2.5,Declining,No,Medium
2016,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,India,IND,South Asia,Artillery & Ammunition,Self-Propelled Howitzer,Offensive,63.2,66,Bilateral Defence Pact,No,35,2384,5.0,6.7,Yes,Yes,Low,2.2,Stable,No,High
2017,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Vietnam,VNM,East Asia & Pacific,Sensors & Electronics,Targeting Pod,Offensive,69.4,28,Foreign Military Sales,No,22,3458,5.7,2.9,No,Yes,Low,2.2,Declining,No,Low
2023,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Indonesia,IDN,East Asia & Pacific,Sensors & Electronics,Radar System,Defensive,16.1,17,Multilateral Programme,Yes,20,4002,5.3,6.2,No,Yes,Medium,0.8,Stable,No,Low
2017,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Ethiopia,ETH,Sub-Saharan Africa,Armoured Vehicles,Main Battle Tank,Offensive,56.9,59,Foreign Military Sales,No,6,843,2.2,3.0,Yes,Yes,Low,0.8,Declining,Yes,High
2008,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Kazakhstan,KAZ,Europe & Central Asia,Armoured Vehicles,MRAP,Defensive,60.4,45,Bilateral Defence Pact,No,41,10086,4.9,2.8,No,No,High,0.8,Stable,No,Medium
2020,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Iraq,IRQ,Middle East & North Africa,Naval Vessels,Frigate,Offensive,74.9,2,Direct Commercial Sale,No,38,5065,2.1,3.4,Yes,Yes,High,3.7,Accelerating,No,High
2023,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Indonesia,IDN,East Asia & Pacific,Sensors & Electronics,Radar System,Defensive,33.7,14,Bilateral Defence Pact,No,22,3930,5.2,6.5,No,Yes,Medium,1.1,Accelerating,No,Low
2021,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Algeria,DZA,Middle East & North Africa,Armoured Vehicles,Main Battle Tank,Offensive,113.3,118,Direct Commercial Sale,Yes,47,3421,3.4,3.3,No,Yes,High,5.1,Declining,No,High
2020,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,India,IND,South Asia,Small Arms & Light Weapons,Grenade Launcher Batch,Offensive,12.2,151,Foreign Military Sales,No,25,2628,5.1,6.5,Yes,Yes,Low,2.3,Stable,No,High
2024,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Kazakhstan,KAZ,Europe & Central Asia,Sensors & Electronics,EW Suite,Defensive,39.2,13,Offset Agreement,No,8,9173,4.7,3.0,No,No,High,1.0,Accelerating,No,Medium
2006,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,India,IND,South Asia,Small Arms & Light Weapons,Assault Rifle Batch,Offensive,6.0,349,Foreign Military Sales,Yes,7,2328,4.5,6.4,Yes,Yes,Low,2.4,Declining,No,Medium
2022,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,India,IND,South Asia,Armoured Vehicles,IFV,Offensive,95.0,60,Foreign Military Sales,No,42,2500,4.6,6.6,Yes,Yes,Low,2.3,Accelerating,No,High
2010,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Vietnam,VNM,East Asia & Pacific,Helicopters,Utility Helicopter,Defensive,118.9,2,Foreign Military Sales,No,41,3366,5.2,3.0,No,Yes,Low,2.1,Accelerating,No,Medium
2012,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Ethiopia,ETH,Sub-Saharan Africa,Sensors & Electronics,Radar System,Defensive,79.4,19,Bilateral Defence Pact,No,13,927,2.5,3.1,Yes,Yes,Low,0.7,Stable,Yes,High
2022,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,India,IND,South Asia,Combat Aircraft,Multi-Role Aircraft,Offensive,228.1,19,Bilateral Defence Pact,No,37,2384,4.6,6.7,Yes,Yes,Low,2.6,Stable,No,High
2019,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Pakistan,PAK,South Asia,Sensors & Electronics,EW Suite,Defensive,32.1,18,Foreign Military Sales,No,18,1619,3.2,4.1,Yes,Yes,Low,3.8,Declining,No,Medium
2018,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Ethiopia,ETH,Sub-Saharan Africa,Sensors & Electronics,Targeting Pod,Offensive,156.2,28,Foreign Military Sales,No,11,948,2.2,3.0,Yes,Yes,Low,1.0,Stable,Yes,High
2023,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Egypt,EGY,Middle East & North Africa,Combat Aircraft,Fighter Jet,Offensive,372.2,9,Foreign Military Sales,Yes,14,3312,3.7,3.0,Yes,No,Low,1.4,Stable,No,Medium
2010,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,India,IND,South Asia,Missiles & Air Defence,SAM System,Defensive,155.5,65,Government-to-Government,Yes,44,2423,5.1,6.8,Yes,Yes,Low,2.3,Stable,No,High
2005,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,India,IND,South Asia,Artillery & Ammunition,Mortar System,Offensive,29.7,49,Foreign Military Sales,No,16,2574,4.6,6.5,Yes,Yes,Low,2.3,Stable,No,Medium
2014,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Kazakhstan,KAZ,Europe & Central Asia,Sensors & Electronics,C4ISR Package,Defensive,64.2,19,Bilateral Defence Pact,Yes,43,10362,4.7,3.1,No,No,High,1.2,Declining,No,Low
2020,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Kazakhstan,KAZ,Europe & Central Asia,Combat Aircraft,Multi-Role Aircraft,Offensive,156.4,23,Foreign Military Sales,Yes,32,10501,4.7,3.0,No,No,High,1.1,Declining,No,Low
2012,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Nigeria,NGA,Sub-Saharan Africa,Missiles & Air Defence,SAM System,Defensive,138.4,47,Multilateral Programme,No,16,1993,2.8,4.0,Yes,Yes,High,0.9,Stable,No,High
2018,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Vietnam,VNM,East Asia & Pacific,Combat Aircraft,UAV/Drone,Offensive,321.7,3,Foreign Military Sales,No,26,3577,5.5,2.7,No,Yes,Low,2.4,Stable,No,Medium
2010,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,India,IND,South Asia,Armoured Vehicles,MRAP,Defensive,187.7,23,Government-to-Government,Yes,40,2507,4.5,6.7,Yes,Yes,Low,2.3,Declining,No,Medium
2007,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,India,IND,South Asia,Artillery & Ammunition,Guided Munitions,Offensive,108.0,34,Foreign Military Sales,No,17,2419,4.5,6.8,Yes,Yes,Low,2.7,Declining,No,Medium
2020,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Indonesia,IDN,East Asia & Pacific,Sensors & Electronics,Targeting Pod,Offensive,35.5,13,Offset Agreement,No,20,4021,5.3,6.2,No,Yes,Medium,0.9,Declining,No,Low
2021,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,India,IND,South Asia,Missiles & Air Defence,MANPADS,Defensive,100.4,30,Direct Commercial Sale,Yes,38,2626,5.1,6.6,Yes,Yes,Low,2.7,Stable,No,Medium
2024,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Algeria,DZA,Middle East & North Africa,Naval Vessels,Corvette,Offensive,583.4,14,Foreign Military Sales,No,37,3695,3.5,3.1,No,Yes,High,5.5,Stable,No,High
2024,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Egypt,EGY,Middle East & North Africa,Naval Vessels,Patrol Boat,Defensive,215.7,16,Foreign Military Sales,No,21,3606,4.0,2.7,Yes,No,Low,1.0,Stable,No,Medium
2022,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,India,IND,South Asia,Armoured Vehicles,Main Battle Tank,Offensive,84.4,31,Direct Commercial Sale,No,33,2566,4.6,6.6,Yes,Yes,Low,2.3,Stable,No,Medium
2009,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,India,IND,South Asia,Armoured Vehicles,APC,Defensive,105.4,50,Multilateral Programme,No,34,2351,4.6,6.6,Yes,Yes,Low,2.1,Accelerating,No,High
2017,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Algeria,DZA,Middle East & North Africa,Naval Vessels,Corvette,Offensive,253.8,14,Bilateral Defence Pact,No,13,3561,3.6,3.0,No,Yes,High,5.1,Accelerating,No,High
2015,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,India,IND,South Asia,Helicopters,Transport Helicopter,Defensive,36.3,12,Government-to-Government,No,42,2603,4.8,6.4,Yes,Yes,Low,2.1,Accelerating,No,High
2008,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,India,IND,South Asia,Artillery & Ammunition,MLRS,Offensive,73.2,29,Bilateral Defence Pact,Yes,34,2347,5.0,6.4,Yes,Yes,Low,2.1,Stable,No,High
2013,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Indonesia,IDN,East Asia & Pacific,Small Arms & Light Weapons,Sniper System,Offensive,8.8,127,Government-to-Government,No,30,4364,5.3,6.2,No,Yes,Medium,1.0,Accelerating,No,Medium
2016,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Ethiopia,ETH,Sub-Saharan Africa,Combat Aircraft,Trainer/Light Combat,Defensive,116.6,3,Foreign Military Sales,Yes,38,894,2.1,2.9,Yes,Yes,Low,0.5,Declining,Yes,High
2018,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,India,IND,South Asia,Naval Vessels,Frigate,Offensive,178.6,23,Government-to-Government,Yes,19,2309,5.0,6.7,Yes,Yes,Low,2.3,Accelerating,No,High
2022,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Pakistan,PAK,South Asia,Combat Aircraft,Fighter Jet,Offensive,325.3,10,Foreign Military Sales,No,23,1456,3.4,4.2,Yes,Yes,Low,4.0,Stable,No,High
2008,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Algeria,DZA,Middle East & North Africa,Missiles & Air Defence,Anti-Ship Missile,Offensive,150.3,64,Bilateral Defence Pact,Yes,39,3618,3.4,3.3,No,Yes,High,5.2,Accelerating,No,High
2022,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Egypt,EGY,Middle East & North Africa,Small Arms & Light Weapons,ATGM,Offensive,14.1,279,Offset Agreement,No,36,3435,4.1,2.7,Yes,No,Low,1.2,Stable,No,Medium
2011,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Angola,AGO,Sub-Saharan Africa,Artillery & Ammunition,MLRS,Offensive,112.4,10,Direct Commercial Sale,No,47,1843,2.8,2.6,No,No,High,1.8,Stable,No,Medium
2012,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Indonesia,IDN,East Asia & Pacific,Combat Aircraft,Fighter Jet,Offensive,297.8,22,Foreign Military Sales,No,7,3898,5.4,6.2,No,Yes,Medium,1.0,Declining,No,Medium
2006,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Pakistan,PAK,South Asia,Sensors & Electronics,Targeting Pod,Offensive,225.0,23,Direct Commercial Sale,No,11,1427,3.4,4.1,Yes,Yes,Low,4.0,Stable,No,High
2005,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,India,IND,South Asia,Missiles & Air Defence,SAM System,Defensive,215.7,43,Government-to-Government,Yes,40,2686,4.9,6.8,Yes,Yes,Low,2.5,Accelerating,No,Medium
2018,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,India,IND,South Asia,Artillery & Ammunition,Self-Propelled Howitzer,Offensive,55.1,36,Direct Commercial Sale,No,42,2450,4.7,6.6,Yes,Yes,Low,2.6,Stable,No,High
2019,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Nigeria,NGA,Sub-Saharan Africa,Missiles & Air Defence,Cruise Missile,Offensive,93.5,78,Government-to-Government,No,15,2162,2.9,3.9,Yes,Yes,High,0.3,Stable,No,High
2012,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Algeria,DZA,Middle East & North Africa,Armoured Vehicles,MRAP,Defensive,46.0,29,Foreign Military Sales,No,41,3705,3.3,3.3,No,Yes,High,5.1,Accelerating,No,Medium
2008,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,India,IND,South Asia,Sensors & Electronics,EW Suite,Defensive,64.1,6,Multilateral Programme,No,21,2647,4.7,6.7,Yes,Yes,Low,2.3,Declining,No,Medium
2011,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Indonesia,IDN,East Asia & Pacific,Naval Vessels,Frigate,Offensive,474.3,16,Bilateral Defence Pact,No,18,4317,4.9,6.3,No,Yes,Medium,0.6,Stable,No,Medium
2022,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Ethiopia,ETH,Sub-Saharan Africa,Naval Vessels,Submarine,Offensive,276.0,20,Offset Agreement,No,37,959,2.0,2.8,Yes,Yes,Low,0.8,Declining,Yes,High
2020,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Angola,AGO,Sub-Saharan Africa,Combat Aircraft,Fighter Jet,Offensive,455.1,19,Foreign Military Sales,No,8,2157,2.9,2.7,No,No,High,1.6,Stable,No,Medium
2024,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Algeria,DZA,Middle East & North Africa,Helicopters,Transport Helicopter,Defensive,32.4,23,Offset Agreement,No,34,3749,3.8,3.3,No,Yes,High,5.3,Accelerating,No,High
2010,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Angola,AGO,Sub-Saharan Africa,Naval Vessels,Patrol Boat,Defensive,248.1,12,Foreign Military Sales,Yes,44,1976,2.9,2.8,No,No,High,1.8,Stable,No,Medium
2016,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,India,IND,South Asia,Missiles & Air Defence,SAM System,Defensive,149.7,63,Direct Commercial Sale,Yes,30,2407,4.9,6.7,Yes,Yes,Low,2.7,Declining,No,Low
2016,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,India,IND,South Asia,Combat Aircraft,Multi-Role Aircraft,Offensive,143.7,16,Direct Commercial Sale,No,25,2313,4.9,6.6,Yes,Yes,Low,2.7,Stable,No,High
2016,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Bangladesh,BGD,South Asia,Sensors & Electronics,Radar System,Defensive,14.4,14,Government-to-Government,Yes,8,2105,4.1,5.0,No,No,Low,1.3,Declining,No,Low
2014,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,India,IND,South Asia,Missiles & Air Defence,Cruise Missile,Offensive,154.2,63,Offset Agreement,No,15,2480,5.0,6.6,Yes,Yes,Low,2.5,Declining,No,High
2021,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Algeria,DZA,Middle East & North Africa,Combat Aircraft,Multi-Role Aircraft,Offensive,372.4,18,Bilateral Defence Pact,No,21,3695,3.8,3.2,No,Yes,High,5.3,Declining,No,Medium
2016,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Kazakhstan,KAZ,Europe & Central Asia,Combat Aircraft,Trainer/Light Combat,Defensive,207.6,21,Foreign Military Sales,Yes,30,9244,4.8,3.1,No,No,High,1.2,Declining,No,Low
2015,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Algeria,DZA,Middle East & North Africa,Combat Aircraft,Trainer/Light Combat,Defensive,440.3,13,Multilateral Programme,Yes,21,3921,3.2,3.0,No,Yes,High,5.5,Stable,No,Medium
2006,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,India,IND,South Asia,Armoured Vehicles,IFV,Offensive,143.1,33,Direct Commercial Sale,Yes,18,2663,4.9,6.7,Yes,Yes,Low,2.1,Stable,No,High
2009,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,India,IND,South Asia,Naval Vessels,Patrol Boat,Defensive,250.6,6,Government-to-Government,Yes,7,2543,4.6,6.7,Yes,Yes,Low,2.7,Accelerating,No,High
2011,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Egypt,EGY,Middle East & North Africa,Small Arms & Light Weapons,Assault Rifle Batch,Offensive,6.1,59,Bilateral Defence Pact,No,18,3491,3.7,2.7,Yes,No,Low,1.0,Stable,No,High
2021,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Egypt,EGY,Middle East & North Africa,Combat Aircraft,Trainer/Light Combat,Defensive,156.5,23,Direct Commercial Sale,Yes,11,3610,3.8,2.8,Yes,No,Low,1.3,Stable,No,Medium
2024,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Pakistan,PAK,South Asia,Missiles & Air Defence,SAM System,Defensive,235.5,17,Foreign Military Sales,Yes,13,1517,3.4,4.3,Yes,Yes,Low,3.9,Accelerating,No,High
2022,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Indonesia,IDN,East Asia & Pacific,Missiles & Air Defence,MANPADS,Defensive,102.5,78,Direct Commercial Sale,No,35,4126,5.4,6.1,No,Yes,Medium,1.0,Declining,No,Low
2012,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Egypt,EGY,Middle East & North Africa,Naval Vessels,Corvette,Offensive,615.6,2,Foreign Military Sales,Yes,11,3724,4.0,2.7,Yes,No,Low,1.1,Stable,No,Medium
2009,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Angola,AGO,Sub-Saharan Africa,Combat Aircraft,Fighter Jet,Offensive,173.5,15,Government-to-Government,Yes,11,1995,3.0,2.7,No,No,High,1.4,Declining,No,Medium
2015,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,India,IND,South Asia,Missiles & Air Defence,Cruise Missile,Offensive,503.1,32,Direct Commercial Sale,No,29,2483,4.9,6.5,Yes,Yes,Low,2.3,Stable,No,Medium
2019,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,India,IND,South Asia,Helicopters,Utility Helicopter,Defensive,112.1,15,Bilateral Defence Pact,No,12,2379,4.8,6.6,Yes,Yes,Low,2.4,Stable,No,Medium
2015,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Ethiopia,ETH,Sub-Saharan Africa,Armoured Vehicles,IFV,Offensive,63.7,38,Bilateral Defence Pact,No,26,935,2.4,3.1,Yes,Yes,Low,0.6,Stable,Yes,High
2022,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Algeria,DZA,Middle East & North Africa,Helicopters,Attack Helicopter,Offensive,255.2,11,Foreign Military Sales,Yes,18,3764,3.5,3.3,No,Yes,High,5.0,Stable,No,High
2005,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Peru,PER,Latin America & Caribbean,Armoured Vehicles,MRAP,Defensive,185.3,62,Bilateral Defence Pact,Yes,34,6646,4.2,6.3,No,No,Medium,0.9,Declining,No,Low
2014,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Egypt,EGY,Middle East & North Africa,Helicopters,Transport Helicopter,Defensive,303.2,2,Bilateral Defence Pact,Yes,12,3432,3.7,2.8,Yes,No,Low,1.5,Declining,No,Medium
2023,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Pakistan,PAK,South Asia,Artillery & Ammunition,Guided Munitions,Offensive,58.5,23,Foreign Military Sales,Yes,44,1480,3.0,4.1,Yes,Yes,Low,3.6,Accelerating,No,High
2005,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Algeria,DZA,Middle East & North Africa,Sensors & Electronics,Radar System,Defensive,137.6,8,Foreign Military Sales,No,25,3406,3.2,3.2,No,Yes,High,5.1,Stable,No,High
2017,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Algeria,DZA,Middle East & North Africa,Small Arms & Light Weapons,ATGM,Offensive,29.2,174,Direct Commercial Sale,No,14,3448,3.8,3.2,No,Yes,High,5.2,Stable,No,High
2013,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Algeria,DZA,Middle East & North Africa,Naval Vessels,Frigate,Offensive,164.6,1,Foreign Military Sales,Yes,36,3980,3.5,3.2,No,Yes,High,5.3,Stable,No,High
2012,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Kazakhstan,KAZ,Europe & Central Asia,Armoured Vehicles,Main Battle Tank,Offensive,107.6,90,Government-to-Government,No,42,9727,5.1,2.7,No,No,High,1.0,Stable,No,Medium
2005,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Vietnam,VNM,East Asia & Pacific,Naval Vessels,Frigate,Offensive,710.1,2,Multilateral Programme,No,15,3487,5.4,2.8,No,Yes,Low,2.3,Stable,No,Medium
2020,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Iraq,IRQ,Middle East & North Africa,Armoured Vehicles,Main Battle Tank,Offensive,96.1,32,Foreign Military Sales,No,36,4939,2.3,3.6,Yes,Yes,High,3.5,Accelerating,No,High
2010,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,India,IND,South Asia,Combat Aircraft,Fighter Jet,Offensive,289.8,5,Foreign Military Sales,No,8,2584,4.8,6.6,Yes,Yes,Low,2.7,Declining,No,High
2010,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,India,IND,South Asia,Armoured Vehicles,Main Battle Tank,Offensive,40.3,5,Bilateral Defence Pact,No,18,2455,4.7,6.8,Yes,Yes,Low,2.3,Stable,No,High
2010,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Algeria,DZA,Middle East & North Africa,Naval Vessels,Frigate,Offensive,213.2,4,Government-to-Government,No,44,3942,3.7,3.0,No,Yes,High,5.2,Stable,No,Medium
2012,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Bangladesh,BGD,South Asia,Artillery & Ammunition,Self-Propelled Howitzer,Offensive,92.7,32,Foreign Military Sales,No,28,2276,3.9,4.7,No,No,Low,1.0,Stable,No,Low
2013,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Angola,AGO,Sub-Saharan Africa,Combat Aircraft,Multi-Role Aircraft,Offensive,592.0,9,Government-to-Government,Yes,45,2065,2.7,2.4,No,No,High,1.3,Stable,No,Medium
2014,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Algeria,DZA,Middle East & North Africa,Combat Aircraft,UAV/Drone,Offensive,1350.0,9,Offset Agreement,No,39,3690,3.3,3.0,No,Yes,High,5.5,Stable,No,High
2023,Russia,RUS,Europe & Central Asia,Non-Aligned,Yes,Bangladesh,BGD,South Asia,Sensors & Electronics,EW Suite,Defensive,88.4,22,Foreign Military Sales,No,14,2194,3.9,5.0,No,No,Low,1.0,Stable,No,Low
